book_id,title,author,genre,word_count,file_path,url
19077,"Salads, Sandwiches and Chafing-Dish DaintiesWith Fifty Illustrations of Original Dishes","Hill, Janet McKenzie, 1852-1933",Cooking & Drinking,51457,raw/Cooking & Drinking/19077.txt,
64685,"Secrets of Making Frozen Desserts at Home: 150 Tested RecipesEasier, More Economical, More Delicious",Anonymous,Cooking & Drinking,11068,raw/Cooking & Drinking/64685.txt,
59977,"Canning, Freezing, Storing Garden Produce",Unknown,Cooking & Drinking,46109,raw/Cooking & Drinking/59977.txt,
24384,365 Luncheon Dishes: A Luncheon Dish for Every Day in the Year,Anonymous,Cooking & Drinking,28503,raw/Cooking & Drinking/24384.txt,
52815,"The Philadelphia Housewife; or, Family Receipt Book","Hodgson, Mary, active 1855",Cooking & Drinking,35888,raw/Cooking & Drinking/52815.txt,
62230,Kitchen Tested Recipes from Canned Foods,Unknown,Cooking & Drinking,3598,raw/Cooking & Drinking/62230.txt,
13669,The New Dr. Price Cookbook,Royal Baking Powder Company,Cooking & Drinking,30022,raw/Cooking & Drinking/13669.txt,
48826,"The Art of Home Candy Making, with Illustrations",Home Candy Makers,Cooking & Drinking,35638,raw/Cooking & Drinking/48826.txt,
65120,Harper's Household Handbook: A guide to easy ways of doing woman's work,"McCulloch-Williams, Martha, 1857?-",Cooking & Drinking,36340,raw/Cooking & Drinking/65120.txt,
61185,Common-Sense Papers on Cookery,"Payne, A. G. (Arthur Gay), 1840-1894",Cooking & Drinking,57803,raw/Cooking & Drinking/61185.txt,
52716,The Business of Being a HousewifeA Manual to Promote Household Efficiency and Economy,"Malek, Leona A. (Leona Alford), 1878-1951",Cooking & Drinking,29878,raw/Cooking & Drinking/52716.txt,
68137,The cake and biscuit book,"Douglas, Elizabeth",Cooking & Drinking,17148,raw/Cooking & Drinking/68137.txt,
65327,"Cottage Cheese Recipe BookAppetizers, Salads, Salad Dressings, Breads, Main Dishes, Desserts",Unknown,Cooking & Drinking,5840,raw/Cooking & Drinking/65327.txt,
7350,How to Prepare and Serve a Meal; and Interior Decoration,"Lansdown, Lillian B.",Cooking & Drinking,15291,raw/Cooking & Drinking/7350.txt,
48695,The Stag Cook Book: Written for Men by Men,Unknown,Cooking & Drinking,29956,raw/Cooking & Drinking/48695.txt,
5763,"Young's Demonstrative Translation of Scientific SecretsOr, A Collection of Above 500 Useful Receipts on a Variety of Subjects","Young, Daniel",Cooking & Drinking,53750,raw/Cooking & Drinking/5763.txt,
63883,The Art of German Cooking and BakingRevised and Enlarged Edition,"Meier, Lina",Cooking & Drinking,139871,raw/Cooking & Drinking/63883.txt,
75442,"Camp fires and camp cooking :  or, Culinary hints for the soldier: including receipt for making bread in the ""portable field oven"" furnished by the Subsistence Department","Sanderson, James M. (James Monroe), 1817-1871",Cooking & Drinking,4777,raw/Cooking & Drinking/75442.txt,
46514,"Our Edible Toadstools and Mushrooms and How to Distinguish ThemA Selection of Thirty Native Food Varieties Easily Recognizable by their Marked Individualities, with Simple Rules for the Identification of Poisonous Species","Gibson, W. Hamilton (William Hamilton), 1850-1896",Cooking & Drinking,50360,raw/Cooking & Drinking/46514.txt,
53304,The Gourmet's Guide to London,"Newnham-Davis, Lieut.-Col. (Nathaniel), 1854-1917",Cooking & Drinking,110288,raw/Cooking & Drinking/53304.txt,
48804,Common Sense in the Household: A Manual of Practical Housewifery,"Harland, Marion, 1830-1922",Cooking & Drinking,146786,raw/Cooking & Drinking/48804.txt,
75832,First lessons in the principles of cooking,"Barker, Lady (Mary Anne), 1831-1911",Cooking & Drinking,24824,raw/Cooking & Drinking/75832.txt,
65793,International Harvester Refrigerator Recipes,"Harding, Irma",Cooking & Drinking,9220,raw/Cooking & Drinking/65793.txt,
11067,Reform Cookery Book (4th edition)Up-To-Date Health Cookery for the Twentieth Century.,"Mill, Mrs. (Jean Oliver)",Cooking & Drinking,47589,raw/Cooking & Drinking/11067.txt,
6745,Miss Parloa's New Cook Book,"Parloa, Maria, 1843-1909",Cooking & Drinking,121207,raw/Cooking & Drinking/6745.txt,
42631,Friendship Club Cook Book,"Friendship Club (Madison, Wisconsin)",Cooking & Drinking,7114,raw/Cooking & Drinking/42631.txt,
31534,Fifty-two Sunday dinners :  A book of recipes,"Hiller, Elizabeth O., 1856?-1941",Cooking & Drinking,51118,raw/Cooking & Drinking/31534.txt,
62804,Let's Cook Meat: Recipes You'll Like,Unknown,Cooking & Drinking,10489,raw/Cooking & Drinking/62804.txt,
9101,"Domestic Cookery, Useful Receipts, and Hints to Young Housekeepers","Lea, Elizabeth E. (Elizabeth Ellicott), 1793-1858",Cooking & Drinking,88164,raw/Cooking & Drinking/9101.txt,
57954,"Useful Knowledge: Volume 2. VegetablesOr, a familiar account of the various productions of nature","Bingley, William, 1774-1823",Cooking & Drinking,98826,raw/Cooking & Drinking/57954.txt,
65743,You're really cooking when you're cooking with Seven-Up!,Unknown,Cooking & Drinking,3180,raw/Cooking & Drinking/65743.txt,
33748,The kitchen encyclopedia,Unknown,Cooking & Drinking,12491,raw/Cooking & Drinking/33748.txt,
16977,Food and Health,Lydia E. Pinkham Medicine Company,Cooking & Drinking,12317,raw/Cooking & Drinking/16977.txt,
20917,"The Cultivation of The Native Grape, and Manufacture of American Wines","Husmann, George, 1827-1902",Cooking & Drinking,47280,raw/Cooking & Drinking/20917.txt,
61719,Food and Flavor: A Gastronomic Guide to Health and Good Living,"Finck, Henry T., 1854-1926",Cooking & Drinking,138987,raw/Cooking & Drinking/61719.txt,
49803,Florida Salads,"Harris, Frances Barber",Cooking & Drinking,6480,raw/Cooking & Drinking/49803.txt,
62284,Apples in Appealing Ways [1969],United States. Agricultural Research Service. Human Nutrition Research Division,Cooking & Drinking,4124,raw/Cooking & Drinking/62284.txt,
53079,Dinners and Diners: Where and How to Dine in London,"Newnham-Davis, Lieut.-Col. (Nathaniel), 1854-1917",Cooking & Drinking,85725,raw/Cooking & Drinking/53079.txt,
54138,Camp Cookery. How to Live in Camp,"Parloa, Maria, 1843-1909",Cooking & Drinking,11684,raw/Cooking & Drinking/54138.txt,
20663,The American Practical Brewer and Tanner,"Coppinger, Joseph, -1825?",Cooking & Drinking,46883,raw/Cooking & Drinking/20663.txt,
27639,New Vegetarian Dishes,"Bowdich, Mrs.",Cooking & Drinking,28698,raw/Cooking & Drinking/27639.txt,
38823,Clayton's Quaker Cook-BookBeing a Practical Treatise on the Culinary Art Adapted to the Tastes and Wants of All Classes,"Clayton, H. J.",Cooking & Drinking,28144,raw/Cooking & Drinking/38823.txt,
18435,"Good Things to Eat, as Suggested by RufusA Collection of Practical Recipes for Preparing Meats, Game, Fowl, Fish, Puddings, Pastries, Etc.","Estes, Rufus, 1857-",Cooking & Drinking,55013,raw/Cooking & Drinking/18435.txt,
41406,Paper-bag Cookery,"Serkoff, Vera, Countess",Cooking & Drinking,22836,raw/Cooking & Drinking/41406.txt,
38193,New Royal Cook Book,Royal Baking Powder Company,Cooking & Drinking,33300,raw/Cooking & Drinking/38193.txt,
29519,Nelson's Home ComfortsThirteenth Edition,"Hooper, Mary, 1829-1904",Cooking & Drinking,33899,raw/Cooking & Drinking/29519.txt,
75027,"La cuisine creole :  a collection of culinary recipes from leading chefs and noted Creole housewives, who have made New Orleans famous for its cuisine","Hearn, Lafcadio, 1850-1904",Cooking & Drinking,72476,raw/Cooking & Drinking/75027.txt,
71670,Royal fruit gelatin suggestions,Unknown,Cooking & Drinking,10973,raw/Cooking & Drinking/71670.txt,
45255,Cups and Their Customs,"Porter, Henry, M. D.",Cooking & Drinking,17060,raw/Cooking & Drinking/45255.txt,
31102,Stevenson Memorial Cook Book,Unknown,Cooking & Drinking,61113,raw/Cooking & Drinking/31102.txt,
73560,The cult of the chafing dish,"Schloesser, Frank, -1913",Cooking & Drinking,36094,raw/Cooking & Drinking/73560.txt,
33975,Suppers: Novel Suggestions for Social Occasions,"Pierce, Paul, 1866-",Cooking & Drinking,25362,raw/Cooking & Drinking/33975.txt,
13177,Chocolate and Cocoa Recipes and Home Made Candy Recipes,"Hill, Janet McKenzie, 1852-1933",Cooking & Drinking,24756,raw/Cooking & Drinking/13177.txt,
65406,"The Girl's Own Paper, Vol. VIII, No. 364, December 18, 1886",Various,Cooking & Drinking,21571,raw/Cooking & Drinking/65406.txt,
53951,A Book of Simples,Unknown,Cooking & Drinking,73053,raw/Cooking & Drinking/53951.txt,
59713,"Practical Cooking and Dinner GivingA Treatise Containing Practical Instructions in Cooking; in the Combination and Serving of Dishes; and in the Fashionable Modes of Entertaining at Breakfast, Lunch, and Dinner","Henderson, Mary F. (Mary Foote), 1842-1931",Cooking & Drinking,126049,raw/Cooking & Drinking/59713.txt,
54173,"How to Make CandyA Complete Hand Book for Making All Kinds of Candy, Ice Cream, Syrups, Essences, Etc., Etc.",Anonymous,Cooking & Drinking,29549,raw/Cooking & Drinking/54173.txt,
19775,Vaughan's Vegetable Cook Book (4th edition)How to Cook and Use Rarer Vegetables and Herbs,Anonymous,Cooking & Drinking,29457,raw/Cooking & Drinking/19775.txt,
64140,Soup and Soup Making,"Ewing, Emma P. (Emma Pike), 1838-1917",Cooking & Drinking,6191,raw/Cooking & Drinking/64140.txt,
66136,Home Canning of Fruits and Vegetables,Unknown,Cooking & Drinking,12641,raw/Cooking & Drinking/66136.txt,
25007,Fifty soups,"Murrey, Thomas J. (Thomas Jefferson), 1844?-1900",Cooking & Drinking,10540,raw/Cooking & Drinking/25007.txt,
66524,The Wine Press and the Cellar: A Manual for the Wine-Maker and the Cellar-Man,"Rixford, Emmet H. (Emmet Hawkins), 1841-1928",Cooking & Drinking,89220,raw/Cooking & Drinking/66524.txt,
24205,Breakfast dainties,"Murrey, Thomas J. (Thomas Jefferson), 1844?-1900",Cooking & Drinking,13024,raw/Cooking & Drinking/24205.txt,
67482,A Handbook of Cookery for a Small House,"Conrad, Jessie, 1873-1936",Cooking & Drinking,29248,raw/Cooking & Drinking/67482.txt,
40796,Foods and Household Management: A Textbook of the Household Arts,"Cooley, Anna M. (Anna Maria), 1874-1955",Cooking & Drinking,115051,raw/Cooking & Drinking/40796.txt,
56223,Oat Meal: The War Winner,"Grieve, James Ritchie, 1840-",Cooking & Drinking,8371,raw/Cooking & Drinking/56223.txt,
45863,The Young Housekeeper's FriendRevised and Enlarged,"Cornelius, Mrs. (Mary Hooker), 1796-1880",Cooking & Drinking,86135,raw/Cooking & Drinking/45863.txt,
53892,An Ideal Kitchen: Miss Parloa's Kitchen CompanionA Guide for All Who Would Be Good Housekeepers,"Parloa, Maria, 1843-1909",Cooking & Drinking,5174,raw/Cooking & Drinking/53892.txt,
39550,The Hotel St. Francis Cook Book,"Hirtzler, Victor, 1875?-1935",Cooking & Drinking,193419,raw/Cooking & Drinking/39550.txt,
8542,"Things Mother Used to MakeA Collection of Old Time Recipes, Some Nearly One Hundred Years Old and Never Published Before","Gurney, Lydia Maria",Cooking & Drinking,21764,raw/Cooking & Drinking/8542.txt,
55555,The Golden Rule Cook Book: Six hundred recipes for meatless dishes,"Sharpe, M. R. L. (Maud Russell Lorraine), 1867-1949",Cooking & Drinking,60169,raw/Cooking & Drinking/55555.txt,
47444,The Gastronomic Regenerator: A Simplified and Entirely New System of CookeryWith Nearly Two Thousand Practical Receipts Suited to the Income of All Classes,"Soyer, Alexis, 1809-1858",Cooking & Drinking,298344,raw/Cooking & Drinking/47444.txt,
62859,"Pork Slaughtering, Cutting, Preserving, and Cooking on the Farm","West, R. L. (Roger Lawrence), 1945-",Cooking & Drinking,11431,raw/Cooking & Drinking/62859.txt,
13545,"Mary at the Farm and Book of Recipes Compiled During Her Visit Among the ""Pennsylvania Germans""","Thomas, Edith May Bertels, 1859-",Cooking & Drinking,138269,raw/Cooking & Drinking/13545.txt,
73744,The royal baker and pastry cook :  A manual of practical cookery,Unknown,Cooking & Drinking,45649,raw/Cooking & Drinking/73744.txt,
66069,Choice Recipes and Menus Using Canned Foods,Unknown,Cooking & Drinking,10423,raw/Cooking & Drinking/66069.txt,
19031,"A Treatise on Adulterations of Food, and Culinary PoisonsExhibiting the Fraudulent Sophistications of Bread, Beer, Wine, Spiritous Liquors, Tea, Coffee, Cream, Confectionery, Vinegar, Mustard, Pepper, Cheese, Olive Oil, Pickles, and Other Articles Employed in Domestic Economy","Accum, Friedrich Christian, 1769-1838",Cooking & Drinking,49035,raw/Cooking & Drinking/19031.txt,
44848,A Little Preserving Book for a Little Girl,"Waterman, Amy Harlow (Lane), Mrs., 1873-",Cooking & Drinking,34899,raw/Cooking & Drinking/44848.txt,
63283,New Mexico Magazine's A Taste of New Mexico Kitchens,Anonymous,Cooking & Drinking,7838,raw/Cooking & Drinking/63283.txt,
51393,"Toadstools, mushrooms, fungi, edible and poisonous; one thousand American fungiHow to select and cook the edible; how to distinguish and avoid the poisonous, with full botanic descriptions. Toadstool poisons and their treatment, instructions to students, recipes for cooking, etc., etc.","Macadam, Robert K.",Cooking & Drinking,232071,raw/Cooking & Drinking/51393.txt,
43418,"Our Knowledge Box; or, Old Secrets and New Discoveries.",Unknown,Cooking & Drinking,30264,raw/Cooking & Drinking/43418.txt,
35646,"Hand-Book of Practical Cookery, for Ladies and Professional CooksContaining the Whole Science and Art of Preparing Human Food","Blot, Pierre, 1818-1874",Cooking & Drinking,144450,raw/Cooking & Drinking/35646.txt,
62838,"Lamb Slaughtering, Cutting, Preserving, and Cooking on the Farm","West, R. L. (Roger Lawrence), 1945-",Cooking & Drinking,6253,raw/Cooking & Drinking/62838.txt,
45348,French Dishes for American Tables,"Caron, Pierre, active 1886-1899",Cooking & Drinking,58895,raw/Cooking & Drinking/45348.txt,
43278,"Cakes & AleA Dissertation on Banquets Interspersed with Various Recipes, More or Less Original, and anecdotes, mainly veracious","Spencer, Edward, 1844-1910",Cooking & Drinking,69405,raw/Cooking & Drinking/43278.txt,
60561,Mushroom and ToadstoolsHow to Distinguish Easily the Differences Between Edible and Poisonous Fungi,"Smith, Worthington George, 1835-1917",Cooking & Drinking,12928,raw/Cooking & Drinking/60561.txt,
62841,Betty Crocker's Bisquick Cook Book: 157 Recipes and Ideas,"Crocker, Betty",Cooking & Drinking,9422,raw/Cooking & Drinking/62841.txt,
61487,"133 Quicker Ways to Homemade, with Bisquick","Crocker, Betty",Cooking & Drinking,7749,raw/Cooking & Drinking/61487.txt,
38615,Quantity Cookery: Menu Planning and Cooking for Large Numbers,"Treat, Nola",Cooking & Drinking,52705,raw/Cooking & Drinking/38615.txt,
36689,"The New England Cook Book, or Young Housekeeper's GuideBeing a Collection of the Most Valuable Receipts; Embracing all the Various Branches of Cookery, and Written in a Minute and Methodical Manner",Anonymous,Cooking & Drinking,40776,raw/Cooking & Drinking/36689.txt,
26558,Pennsylvania Dutch Cooking,Unknown,Cooking & Drinking,19803,raw/Cooking & Drinking/26558.txt,
50759,"Grocers' GoodsA Family Guide to the Purchase of Flour, Sugar, Tea, Coffee, Spices, Canned Goods, Cigars, Wines, and All Other Articles Usually Found in American Grocery Stores","Goddard, Frederick B. (Frederick Bartlett), 1834-",Cooking & Drinking,20653,raw/Cooking & Drinking/50759.txt,
31982,Dressed Game and Poultry à la Mode,"De Salis, Mrs. (Harriet Anne), 1829-1908",Cooking & Drinking,24470,raw/Cooking & Drinking/31982.txt,
42868,A Thousand Ways to Please a Husband with Bettina's Best Recipes,"LeCron, Helen Cowles, 1886-1963",Cooking & Drinking,103005,raw/Cooking & Drinking/42868.txt,
24387,The Community Cook Book,Anonymous,Cooking & Drinking,32071,raw/Cooking & Drinking/24387.txt,
71687,"The art and mystery of curing, preserving, and potting all kinds of meats, game, and fish; also, the art of pickling and the preservation of fruits and vegetables",Anonymous,Cooking & Drinking,45506,raw/Cooking & Drinking/71687.txt,
37073,"Frye's Practical Candy MakerComprising Practical Receipts for the Manufacture of Fine ""Hand-Made"" Candies","Frye, George V.",Cooking & Drinking,21089,raw/Cooking & Drinking/37073.txt,
68983,Cook book of tested receipes,"Cary, Ida Lee",Cooking & Drinking,18801,raw/Cooking & Drinking/68983.txt,
74966,Rigby's reliable candy teacher and soda and ice cream formulas,"Rigby, W. O. (Will O.), 1872-1943",Cooking & Drinking,38716,raw/Cooking & Drinking/74966.txt,
29970,Twenty-four Little French Dinners and How to Cook and Serve Them,"Moore, Cora",Cooking & Drinking,20744,raw/Cooking & Drinking/29970.txt,
42544,Soyer's Culinary Campaign: Being Historical Reminiscences of the Late War.With The Plain Art of Cookery for Military and Civil Institutions,"Soyer, Alexis, 1809-1858",Cooking & Drinking,217912,raw/Cooking & Drinking/42544.txt,
29728,Cookery and Dining in Imperial Rome,Apicius,Cooking & Drinking,110361,raw/Cooking & Drinking/29728.txt,
14594,Cassell's Vegetarian Cookery: A Manual of Cheap and Wholesome Diet,"Payne, A. G. (Arthur Gay), 1840-1894",Cooking & Drinking,74378,raw/Cooking & Drinking/14594.txt,
66735,Drinks of the World,"Ashton, John, 1834-1911",Cooking & Drinking,75587,raw/Cooking & Drinking/66735.txt,
14055,"Food Guide for War Service at HomePrepared under the direction of the United States Food Administration in co-operation with the United States Department of Agriculture and the Bureau of Education, with a preface by Herbert Hoover","Swain, Frances Lucy",Cooking & Drinking,19050,raw/Cooking & Drinking/14055.txt,
1084,Recipes Tried and True,"First Presbyterian Church (Marion, Ohio). Ladies' Aid Society",Cooking & Drinking,36630,raw/Cooking & Drinking/1084.txt,
50191,"Mrs. Beeton's Dictionary of Every-Day CookeryThe ""All About It"" Books","Beeton, Mrs. (Isabella Mary), 1836-1865",Cooking & Drinking,265771,raw/Cooking & Drinking/50191.txt,
72529,A history of Vermont's maple sugar industry,Unknown,Cooking & Drinking,15281,raw/Cooking & Drinking/72529.txt,
6703,Favorite Dishes : a Columbian Autograph Souvenir Cookery Book,"Shuman, Carrie V.",Cooking & Drinking,42628,raw/Cooking & Drinking/6703.txt,
46144,Six Cups of CoffeePrepared for the Public Palate by the Best Authorities on Coffee Making,"Poole, Hester M. (Hester Martha), 1833-1932",Cooking & Drinking,17451,raw/Cooking & Drinking/46144.txt,
62848,"Beef Slaughtering, Cutting, Preserving, and Cooking on the Farm","West, R. L. (Roger Lawrence), 1945-",Cooking & Drinking,11023,raw/Cooking & Drinking/62848.txt,
34509,Better Meals for Less Money,"Greenough, Marietta McPherson, 1870-",Cooking & Drinking,63199,raw/Cooking & Drinking/34509.txt,
63007,"Spices, Their Nature and Growth; The Vanilla Bean; A Talk on Tea","McCormick & Co. (Baltimore, Md.)",Cooking & Drinking,7317,raw/Cooking & Drinking/63007.txt,
76921,What to drink :  The blue book of beverages; recipes and directions for making and serving non-alcoholic drinks for all occasions,"Stockbridge, Bertha E. L. (Bertha Edson Lay), 1871-1950",Cooking & Drinking,39000,raw/Cooking & Drinking/76921.txt,
14066,Everyday Foods in War Time,"Rose, Mary Swartz, 1874-1941",Cooking & Drinking,22287,raw/Cooking & Drinking/14066.txt,
33253,Gala-Day Luncheons: A Little Book of Suggestions,"Benton, Caroline French, -1923",Cooking & Drinking,30282,raw/Cooking & Drinking/33253.txt,
8900,The London and Country Brewer,Anonymous,Cooking & Drinking,33573,raw/Cooking & Drinking/8900.txt,
70411,"Godey's Lady's Book, Vol. 48, June, 1854",Various,Cooking & Drinking,74113,raw/Cooking & Drinking/70411.txt,
55734,"Miss Beecher's Housekeeper and HealthkeeperContaining Five Hundred Receipes for Economical and Healthful Cooking; also, Many Directions for Securing Health and Happiness","Beecher, Catharine Esther, 1800-1878",Cooking & Drinking,174886,raw/Cooking & Drinking/55734.txt,
38215,"The Mary Frances cook book :  or, Adventures among the kitchen people","Fryer, Jane Eayre, 1876-",Cooking & Drinking,28839,raw/Cooking & Drinking/38215.txt,
30293,The Candy Maker's GuideA Collection of Choice Recipes for Sugar Boiling,Fletcher Manufacturing Company,Cooking & Drinking,24391,raw/Cooking & Drinking/30293.txt,
24407,"The Italian Cook BookThe Art of Eating Well; Practical Recipes of the Italian Cuisine, Pastries, Sweets, Frozen Delicacies, and Syrups","Gentile, Maria",Cooking & Drinking,34946,raw/Cooking & Drinking/24407.txt,
49797,"Book of American BakingA Practical Guide Covering Various Branches of the Baking Industry, Including Cakes, Buns, and Pastry, Bread Making, Pie Baking, Etc.",Various,Cooking & Drinking,52912,raw/Cooking & Drinking/49797.txt,
21252,"The Practical DistillerAn Introduction To Making Whiskey, Gin, Brandy, Spirits, &c. &c. of Better Quality, and in Larger Quantities, than Produced by the Present Mode of Distilling, from the Produce of the United States","McHarry, Samuel",Cooking & Drinking,32027,raw/Cooking & Drinking/21252.txt,
10632,"The Healthy Life Cook Book, 2d ed.","Daniel, Florence, 1877-1927",Cooking & Drinking,23806,raw/Cooking & Drinking/10632.txt,
12327,The Jewish ManualPractical Information in Jewish and Modern Cookery with a Collection of Valuable Recipes & Hints Relating to the Toilette,"Montefiore, Judith Cohen, Lady, 1784-1862",Cooking & Drinking,42405,raw/Cooking & Drinking/12327.txt,
26032,"American CookeryNovember, 1921",Various,Cooking & Drinking,39960,raw/Cooking & Drinking/26032.txt,
59170,"Tea, Its Mystery and History","Day, Samuel Phillips, 1833-1916",Cooking & Drinking,15819,raw/Cooking & Drinking/59170.txt,
21826,"My Pet Recipes, Tried and TrueContributed by the Ladies and Friends of St. Andrew's Church, Quebec",Various,Cooking & Drinking,34345,raw/Cooking & Drinking/21826.txt,
13493,The American Frugal Housewife,"Child, Lydia Maria, 1802-1880",Cooking & Drinking,45173,raw/Cooking & Drinking/13493.txt,
65508,12 Pies Husbands Like Best: Aunt Jenny's Recipe Book,Unknown,Cooking & Drinking,5269,raw/Cooking & Drinking/65508.txt,
28491,Dishes & Beverages of the Old South,"McCulloch-Williams, Martha, 1857?-",Cooking & Drinking,56825,raw/Cooking & Drinking/28491.txt,
63056,Home Canning of Meat and Poultry,Unknown,Cooking & Drinking,7325,raw/Cooking & Drinking/63056.txt,
9936,"Woman's Institute Library of Cookery. Volume 2: Milk, Butter and Cheese; Eggs; Vegetables",Woman's Institute of Domestic Arts and Sciences,Cooking & Drinking,87157,raw/Cooking & Drinking/9936.txt,
75708,"Old-time recipes for home made wines, cordials and liqueurs from fruits, flowers, vegetables, and shrubs",Unknown,Cooking & Drinking,26446,raw/Cooking & Drinking/75708.txt,
55314,"The English Housekeeper: Or, Manual of Domestic ManagementContaining advice on the conduct of household affairs and practical instructions concerning the store-room, the pantry, the larder, the kitchen, the cellar, the dairy; the whole being intended for the use of young ladies who undertake the superintendence of their own housekeeping","Cobbett, Anne, 1795-1877",Cooking & Drinking,152885,raw/Cooking & Drinking/55314.txt,
26323,The Suffrage Cook Book,Unknown,Cooking & Drinking,33805,raw/Cooking & Drinking/26323.txt,
62354,"The Pleasures of the TableAn Account of Gastronomy from Ancient Days to Present Times. With a History of Its Literature, Schools, and Most Distinguished Artists; Together With Some Special Recipes, and Views Concerning the Aesthetics of Dinners and Dinner-giving","Ellwanger, George H. (George Herman), 1848-1906",Cooking & Drinking,131784,raw/Cooking & Drinking/62354.txt,
63055,Gel It! Easy Ways to be a Spectacular Cook,Unknown,Cooking & Drinking,4923,raw/Cooking & Drinking/63055.txt,
69859,"Table traits, with something on them","Doran, Dr. (John), 1807-1878",Cooking & Drinking,172908,raw/Cooking & Drinking/69859.txt,
49155,Marion Harland's Cookery for BeginnersA Series of Familiar Lessons for Young Housekeepers,"Harland, Marion, 1830-1922",Cooking & Drinking,26721,raw/Cooking & Drinking/49155.txt,
13286,The Story of Crisco,"Neil, Marion Harris",Cooking & Drinking,91114,raw/Cooking & Drinking/13286.txt,
43323,"Hints on cheese-making, for the dairyman, the factoryman, and the manufacturer","Curtis, T. D. (Thomas Day)",Cooking & Drinking,33606,raw/Cooking & Drinking/43323.txt,
