book_id,title,author,genre,word_count,file_path,url,is_valid
5850,"The Memoirs of General W. T. Sherman, Vol. I., Part 1",William T. Sherman,Biography,78580,raw/Biography/5850.txt,https://www.gutenberg.org/ebooks/5850,True
7449,Memoirs of General Lafayette,Lafayette,Biography,74850,raw/Biography/7449.txt,https://www.gutenberg.org/ebooks/7449,True
2977,Spanish Passions: Expelled from Spain,Jacques Casanova de Seingalt,Biography,46917,raw/Biography/2977.txt,https://www.gutenberg.org/ebooks/2977,True
2652,"The Memoirs of General P. H. Sheridan, Vol. 2",General Philip Henry Sheridan,Biography,97608,raw/Biography/2652.txt,https://www.gutenberg.org/ebooks/2652,True
2955,Venetian Years: Milan and Mantua,Jacques Casanova de Seingalt,Biography,31385,raw/Biography/2955.txt,https://www.gutenberg.org/ebooks/2955,True
64633,Book 64633,Unknown,Biography,56241,raw/Biography/64633.txt,https://www.gutenberg.org/ebooks/64633,True
6756,Little Memoirs of the Nineteenth Century,George Paston,Biography,110763,raw/Biography/6756.txt,https://www.gutenberg.org/ebooks/6756,True
2957,To Paris And Prison: Venice,Jacques Casanova de Seingalt,Biography,39801,raw/Biography/2957.txt,https://www.gutenberg.org/ebooks/2957,True
57016,"Memoirs of the Reign of King George the Second, Volume 1 (of 3)",Horace Walpole,Biography,126423,raw/Biography/57016.txt,https://www.gutenberg.org/ebooks/57016,True
5855,"The Memoirs of General Philip H. Sheridan, Vol. I., Part 2",P. H. Sheridan,Biography,33883,raw/Biography/5855.txt,https://www.gutenberg.org/ebooks/5855,True
16199,Memoirs of the Author of a Vindication of the Rights of Woman,William Godwin,Biography,27949,raw/Biography/16199.txt,https://www.gutenberg.org/ebooks/16199,True
3856,"The Memoirs of Louis XIV. and the Regency, Book II.","Elizabeth-Charlotte, Duchesse d'Orleans",Biography,27422,raw/Biography/3856.txt,https://www.gutenberg.org/ebooks/3856,True
8463,"Memoirs of Henry Hunt, Esq. — Volume 3",Henry Hunt,Biography,162306,raw/Biography/8463.txt,https://www.gutenberg.org/ebooks/8463,True
3567,"Memoirs of Napoleon Bonaparte, Complete",Louis Antoine Fauvelet de Bourrienne,Biography,492943,raw/Biography/3567.txt,https://www.gutenberg.org/ebooks/3567,True
49678,Book 49678,Unknown,Biography,177912,raw/Biography/49678.txt,https://www.gutenberg.org/ebooks/49678,True
20946,Memoirs of the Jacobites of 1715 and 1745.,Mrs. Thomson,Biography,108875,raw/Biography/20946.txt,https://www.gutenberg.org/ebooks/20946,True
3857,"The Memoirs of Louis XIV. and the Regency, Book III.","Elizabeth-Charlotte, Duchesse d'Orleans",Biography,21249,raw/Biography/3857.txt,https://www.gutenberg.org/ebooks/3857,True
5857,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 4",P. H. Sheridan,Biography,29915,raw/Biography/5857.txt,https://www.gutenberg.org/ebooks/5857,True
38418,From Manassas to Appomattox,James Longstreet,Biography,232884,raw/Biography/38418.txt,https://www.gutenberg.org/ebooks/38418,True
56040,Book 56040,Unknown,Biography,68477,raw/Biography/56040.txt,https://www.gutenberg.org/ebooks/56040,True
58812,"Sermons of the Rev. Francis A. Baker, Priest of the Congregation of St. Paul",Francis A. Baker,Biography,181866,raw/Biography/58812.txt,https://www.gutenberg.org/ebooks/58812,True
30591,The Greville Memoirs,Charles C. F. Greville,Biography,173680,raw/Biography/30591.txt,https://www.gutenberg.org/ebooks/30591,True
60934,Book 60934,Unknown,Biography,126638,raw/Biography/60934.txt,https://www.gutenberg.org/ebooks/60934,True
12059,Book 12059,Unknown,Biography,109025,raw/Biography/12059.txt,https://www.gutenberg.org/ebooks/12059,True
7850,"Memoirs of Aaron Burr, Volume 1.",Aaron Burr,Biography,139946,raw/Biography/7850.txt,https://www.gutenberg.org/ebooks/7850,True
41258,Book 41258,Unknown,Biography,95685,raw/Biography/41258.txt,https://www.gutenberg.org/ebooks/41258,True
56648,Memoirs of the Distinguished Men of Science of Great Britain Living in the Years 1807-8,"William Walker, Jr.",Biography,80718,raw/Biography/56648.txt,https://www.gutenberg.org/ebooks/56648,True
22030,Memoirs,Charles Godfrey Leland,Biography,163175,raw/Biography/22030.txt,https://www.gutenberg.org/ebooks/22030,True
54879,Book 54879,Unknown,Biography,131019,raw/Biography/54879.txt,https://www.gutenberg.org/ebooks/54879,True
72281,Book 72281,Unknown,Biography,56999,raw/Biography/72281.txt,https://www.gutenberg.org/ebooks/72281,True
3859,"The Memoirs of the Louis XIV. and The Regency, Complete","Elizabeth-Charlotte, Duchesse d’Orleans",Biography,91531,raw/Biography/3859.txt,https://www.gutenberg.org/ebooks/3859,True
68861,Book 68861,Unknown,Biography,132915,raw/Biography/68861.txt,https://www.gutenberg.org/ebooks/68861,True
3869,"The Memoirs of Louis XIV., Volume 10",Duc de Saint-Simon,Biography,30006,raw/Biography/3869.txt,https://www.gutenberg.org/ebooks/3869,True
44646,Book 44646,Unknown,Biography,159818,raw/Biography/44646.txt,https://www.gutenberg.org/ebooks/44646,True
73882,Book 73882,Unknown,Biography,164050,raw/Biography/73882.txt,https://www.gutenberg.org/ebooks/73882,True
10382,Book 10382,Unknown,Biography,19852,raw/Biography/10382.txt,https://www.gutenberg.org/ebooks/10382,True
12483,Book 12483,Unknown,Biography,145101,raw/Biography/12483.txt,https://www.gutenberg.org/ebooks/12483,True
60039,Book 60039,Unknown,Biography,29262,raw/Biography/60039.txt,https://www.gutenberg.org/ebooks/60039,True
72167,Book 72167,Unknown,Biography,80895,raw/Biography/72167.txt,https://www.gutenberg.org/ebooks/72167,True
3882,"The Memoirs of Louis XV. and XVI., Volume 7","Madame du Hausset, and of an Unknown English Girl and the Princess Lamballe",Biography,25118,raw/Biography/3882.txt,https://www.gutenberg.org/ebooks/3882,True
3897,"Memoirs of the Court of St. Cloud, Volume 6",Lewis Goldsmith,Biography,24834,raw/Biography/3897.txt,https://www.gutenberg.org/ebooks/3897,True
3890,"The Memoirs of Marie Antoinette, Queen Of France, Volume 7",Madame Campan,Biography,30897,raw/Biography/3890.txt,https://www.gutenberg.org/ebooks/3890,True
18615,Hugh,Arthur Christopher Benson,Biography,48969,raw/Biography/18615.txt,https://www.gutenberg.org/ebooks/18615,True
63558,Book 63558,Unknown,Biography,12374,raw/Biography/63558.txt,https://www.gutenberg.org/ebooks/63558,True
3554,"Memoirs of Napoleon Bonaparte, v4",Louis Antoine Fauvelet de Bourrienne,Biography,38743,raw/Biography/3554.txt,https://www.gutenberg.org/ebooks/3554,True
56096,Book 56096,Unknown,Biography,84452,raw/Biography/56096.txt,https://www.gutenberg.org/ebooks/56096,True
62668,Book 62668,Unknown,Biography,90329,raw/Biography/62668.txt,https://www.gutenberg.org/ebooks/62668,True
3558,"Memoirs of Napoleon Bonaparte, v8",Louis Antoine Fauvelet de Bourrienne,Biography,31630,raw/Biography/3558.txt,https://www.gutenberg.org/ebooks/3558,True
71623,Jules Bastien-Lepage and his art: a memoir,André Theuriet,Biography,32427,raw/Biography/71623.txt,https://www.gutenberg.org/ebooks/71623,True
62046,Book 62046,Unknown,Biography,91704,raw/Biography/62046.txt,https://www.gutenberg.org/ebooks/62046,True
5858,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 5",P. H. Sheridan,Biography,34274,raw/Biography/5858.txt,https://www.gutenberg.org/ebooks/5858,True
3843,"Memoirs Of Jean Francois Paul De Gondi, Cardinal De Retz, Volume II.","Jean Francois Paul de Gondi, Cardinal de Retz",Biography,51684,raw/Biography/3843.txt,https://www.gutenberg.org/ebooks/3843,True
74122,Book 74122,Unknown,Biography,106036,raw/Biography/74122.txt,https://www.gutenberg.org/ebooks/74122,True
3861,"The Memoirs of Louis XIV., Volume 2",Duc de Saint-Simon,Biography,37627,raw/Biography/3861.txt,https://www.gutenberg.org/ebooks/3861,True
71051,"Memoirs of the Princesse de Ligne, Vol. II (of 2)",Hélène Massalska,Biography,49771,raw/Biography/71051.txt,https://www.gutenberg.org/ebooks/71051,True
20844,Critical Miscellanies (Vol. 3 of 3),John Morley,Biography,14035,raw/Biography/20844.txt,https://www.gutenberg.org/ebooks/20844,True
37390,My Memoirs,Marguerite Steinheil,Biography,173249,raw/Biography/37390.txt,https://www.gutenberg.org/ebooks/37390,True
69473,Book 69473,Unknown,Biography,154891,raw/Biography/69473.txt,https://www.gutenberg.org/ebooks/69473,True
16928,The Romance of a Pro-Consul,James Milne,Biography,56022,raw/Biography/16928.txt,https://www.gutenberg.org/ebooks/16928,True
3886,"Memoirs of the Court of Marie Antoinette, Queen of France, Volume 3",Mme. Campan,Biography,30030,raw/Biography/3886.txt,https://www.gutenberg.org/ebooks/3886,True
5864,"The Memoirs of General Ulysses S. Grant, Part 5.",Ulysses S. Grant,Biography,40600,raw/Biography/5864.txt,https://www.gutenberg.org/ebooks/5864,True
55153,Book 55153,Unknown,Biography,91602,raw/Biography/55153.txt,https://www.gutenberg.org/ebooks/55153,True
40870,Book 40870,Unknown,Biography,152622,raw/Biography/40870.txt,https://www.gutenberg.org/ebooks/40870,True
55379,Book 55379,Unknown,Biography,78288,raw/Biography/55379.txt,https://www.gutenberg.org/ebooks/55379,True
58140,"Memoirs of the Reign of King George the Third, Volume III (of 4)",Horace Walpole,Biography,110673,raw/Biography/58140.txt,https://www.gutenberg.org/ebooks/58140,True
5859,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 6",P. H. Sheridan,Biography,40285,raw/Biography/5859.txt,https://www.gutenberg.org/ebooks/5859,True
33891,Bartholomew Sastrow,Bartholomew Sastrow,Biography,103857,raw/Biography/33891.txt,https://www.gutenberg.org/ebooks/33891,True
698,Memoir of Fleeming Jenkin,Robert Louis Stevenson,Biography,64801,raw/Biography/698.txt,https://www.gutenberg.org/ebooks/698,True
39302,The Memoires of Casanova,Jacques Casanova de Seingalt,Biography,225277,raw/Biography/39302.txt,https://www.gutenberg.org/ebooks/39302,True
40046,Book 40046,Unknown,Biography,33930,raw/Biography/40046.txt,https://www.gutenberg.org/ebooks/40046,True
3878,"The Memoirs of Louis XV. and XVI., Volume 3","Madame du Hausset, and of an Unknown English Girl and the Princess Lamballe",Biography,17876,raw/Biography/3878.txt,https://www.gutenberg.org/ebooks/3878,True
65256,Book 65256,Unknown,Biography,29273,raw/Biography/65256.txt,https://www.gutenberg.org/ebooks/65256,True
55277,Book 55277,Unknown,Biography,83075,raw/Biography/55277.txt,https://www.gutenberg.org/ebooks/55277,True
2617,"The Memoirs of General W. T. Sherman, Vol. II.",William T. Sherman,Biography,175858,raw/Biography/2617.txt,https://www.gutenberg.org/ebooks/2617,True
21819,"Kalli, the Esquimaux Christian",Thomas Boyles Murray,Biography,13902,raw/Biography/21819.txt,https://www.gutenberg.org/ebooks/21819,True
10401,Book 10401,Unknown,Biography,34034,raw/Biography/10401.txt,https://www.gutenberg.org/ebooks/10401,True
3563,"Memoirs of Napoleon Bonaparte, v13",Louis Antoine Fauvelet de Bourrienne,Biography,29382,raw/Biography/3563.txt,https://www.gutenberg.org/ebooks/3563,True
73699,Book 73699,Unknown,Biography,131014,raw/Biography/73699.txt,https://www.gutenberg.org/ebooks/73699,True
60474,Book 60474,Unknown,Biography,90860,raw/Biography/60474.txt,https://www.gutenberg.org/ebooks/60474,True
5413,"The Memoirs of Count Grammont, Volume 5",Anthony Hamilton,Biography,19203,raw/Biography/5413.txt,https://www.gutenberg.org/ebooks/5413,True
3553,"Memoirs of Napoleon Bonaparte, v3",Louis Antoine Fauvelet de Bourrienne,Biography,49070,raw/Biography/3553.txt,https://www.gutenberg.org/ebooks/3553,True
32089,"Memoir of Jared Sparks, LL.D.",Brantz Mayer,Biography,10836,raw/Biography/32089.txt,https://www.gutenberg.org/ebooks/32089,True
37996,Beethoven: A Memoir (2nd Ed.),Elliott Graeme,Biography,55565,raw/Biography/37996.txt,https://www.gutenberg.org/ebooks/37996,True
3899,"Memoirs of the Court of St. Cloud, Complete",Lewis Goldsmith,Biography,133080,raw/Biography/3899.txt,https://www.gutenberg.org/ebooks/3899,True
20460,The Citizen-Soldier,John Beatty,Biography,98374,raw/Biography/20460.txt,https://www.gutenberg.org/ebooks/20460,True
53674,Book 53674,Unknown,Biography,166778,raw/Biography/53674.txt,https://www.gutenberg.org/ebooks/53674,True
50377,Book 50377,Unknown,Biography,86325,raw/Biography/50377.txt,https://www.gutenberg.org/ebooks/50377,True
61336,Book 61336,Unknown,Biography,100903,raw/Biography/61336.txt,https://www.gutenberg.org/ebooks/61336,True
71090,"The Prisoners' Memoirs, or Dartmoor Prison",A Prisoner in England,Biography,62448,raw/Biography/71090.txt,https://www.gutenberg.org/ebooks/71090,True
3851,"The Memoirs of Madame de Montespan, Volume V.",Madame La Marquise De Montespan,Biography,21984,raw/Biography/3851.txt,https://www.gutenberg.org/ebooks/3851,True
3889,"The Memoirs of Marie Antoinette, Queen Of France, Volume 6",Madame Campan,Biography,32236,raw/Biography/3889.txt,https://www.gutenberg.org/ebooks/3889,True
63358,Book 63358,Unknown,Biography,169504,raw/Biography/63358.txt,https://www.gutenberg.org/ebooks/63358,True
30590,The Greville Memoirs,Charles C. F. Greville,Biography,165154,raw/Biography/30590.txt,https://www.gutenberg.org/ebooks/30590,True
71048,"Memoirs of the Princesse de Ligne, Vol. I (of 2)",Hélène Massalska,Biography,51758,raw/Biography/71048.txt,https://www.gutenberg.org/ebooks/71048,True
38007,Memoir of John Howe Peyton,Various,Biography,88870,raw/Biography/38007.txt,https://www.gutenberg.org/ebooks/38007,True
60348,Book 60348,Unknown,Biography,101406,raw/Biography/60348.txt,https://www.gutenberg.org/ebooks/60348,True
48575,Book 48575,Unknown,Biography,40051,raw/Biography/48575.txt,https://www.gutenberg.org/ebooks/48575,True
49544,Book 49544,Unknown,Biography,37515,raw/Biography/49544.txt,https://www.gutenberg.org/ebooks/49544,True
3855,"The Memoirs of Louis XIV. and the Regency, Book I.","Elizabeth-Charlotte, Duchesse d'Orleans",Biography,26192,raw/Biography/3855.txt,https://www.gutenberg.org/ebooks/3855,True
41357,Book 41357,Unknown,Biography,344832,raw/Biography/41357.txt,https://www.gutenberg.org/ebooks/41357,True
38495,"The Memoirs of Charles-Lewis, Baron de Pollnitz, Volume I",Karl Ludwig von Pöllnitz,Biography,153612,raw/Biography/38495.txt,https://www.gutenberg.org/ebooks/38495,True
3868,"The Memoirs of Louis XIV., Volume 9",Duc de Saint-Simon,Biography,35326,raw/Biography/3868.txt,https://www.gutenberg.org/ebooks/3868,True
43407,Book 43407,Unknown,Biography,90344,raw/Biography/43407.txt,https://www.gutenberg.org/ebooks/43407,True
4367,Book 4367,Unknown,Biography,281145,raw/Biography/4367.txt,https://www.gutenberg.org/ebooks/4367,True
5853,"The Memoirs of General W. T. Sherman, Vol. II., Part 4",William T. Sherman,Biography,116952,raw/Biography/5853.txt,https://www.gutenberg.org/ebooks/5853,True
2980,Spanish Passions: Old Age and Death,Jacques Casanova de Seingalt,Biography,23723,raw/Biography/2980.txt,https://www.gutenberg.org/ebooks/2980,True
72617,Book 72617,Unknown,Biography,22793,raw/Biography/72617.txt,https://www.gutenberg.org/ebooks/72617,True
40609,Book 40609,Unknown,Biography,137282,raw/Biography/40609.txt,https://www.gutenberg.org/ebooks/40609,True
3881,"The Memoirs of Louis XV. and XVI., Volume 6","Madame du Hausset, and of an Unknown English Girl and the Princess Lamballe",Biography,33326,raw/Biography/3881.txt,https://www.gutenberg.org/ebooks/3881,True
45488,Book 45488,Unknown,Biography,52354,raw/Biography/45488.txt,https://www.gutenberg.org/ebooks/45488,True
59256,"The collected works of William Hazlitt, Vol. 2 (of 12)",William Hazlitt,Biography,201676,raw/Biography/59256.txt,https://www.gutenberg.org/ebooks/59256,True
76195,Book 76195,Unknown,Biography,81124,raw/Biography/76195.txt,https://www.gutenberg.org/ebooks/76195,True
3847,"The Memoirs of Madame de Montespan, Volume I.",Madame La Marquise De Montespan,Biography,18778,raw/Biography/3847.txt,https://www.gutenberg.org/ebooks/3847,True
2974,In London And Moscow: Flight from London to Berlin,Jacques Casanova de Seingalt,Biography,39649,raw/Biography/2974.txt,https://www.gutenberg.org/ebooks/2974,True
36338,Memoirs of Benjamin Franklin; Written by Himself. [Vol. 1 of 2],Benjamin Franklin,Biography,93940,raw/Biography/36338.txt,https://www.gutenberg.org/ebooks/36338,True
38383,Memoirs of Mrs. Rebecca Steward,T. G. Steward,Biography,32223,raw/Biography/38383.txt,https://www.gutenberg.org/ebooks/38383,True
66279,Book 66279,Unknown,Biography,113075,raw/Biography/66279.txt,https://www.gutenberg.org/ebooks/66279,True
2978,Spanish Passions: Return to Rome,Jacques Casanova de Seingalt,Biography,48539,raw/Biography/2978.txt,https://www.gutenberg.org/ebooks/2978,True
36143,"The Mapleson Memoirs, vol I",James H. Mapleson,Biography,79930,raw/Biography/36143.txt,https://www.gutenberg.org/ebooks/36143,True
24003,Confessions of a Book-Lover,Maurice Francis Egan,Biography,55887,raw/Biography/24003.txt,https://www.gutenberg.org/ebooks/24003,True
2972,In London And Moscow: To London,Jacques Casanova de Seingalt,Biography,50289,raw/Biography/2972.txt,https://www.gutenberg.org/ebooks/2972,True
3552,"Memoirs of Napoleon Bonaparte, V2",Louis Antoine Fauvelet de Bourrienne,Biography,35506,raw/Biography/3552.txt,https://www.gutenberg.org/ebooks/3552,True
5861,Book 5861,Unknown,Biography,43527,raw/Biography/5861.txt,https://www.gutenberg.org/ebooks/5861,True
72536,Book 72536,Unknown,Biography,62293,raw/Biography/72536.txt,https://www.gutenberg.org/ebooks/72536,True
71860,Book 71860,Unknown,Biography,150908,raw/Biography/71860.txt,https://www.gutenberg.org/ebooks/71860,True
3561,"Memoirs of Napoleon Bonaparte, v11",Louis Antoine Fauvelet de Bourrienne,Biography,34108,raw/Biography/3561.txt,https://www.gutenberg.org/ebooks/3561,True
50508,Book 50508,Unknown,Biography,192607,raw/Biography/50508.txt,https://www.gutenberg.org/ebooks/50508,True
44608,Book 44608,Unknown,Biography,419714,raw/Biography/44608.txt,https://www.gutenberg.org/ebooks/44608,True
59511,Sarah Bernhardt as I knew her,Basil Woon,Biography,84391,raw/Biography/59511.txt,https://www.gutenberg.org/ebooks/59511,True
16438,"Memoirs of Arthur Hamilton, B. A. Of Trinity College, Cambridge",Arthur Christopher Benson,Biography,55978,raw/Biography/16438.txt,https://www.gutenberg.org/ebooks/16438,True
53968,Book 53968,Unknown,Biography,145636,raw/Biography/53968.txt,https://www.gutenberg.org/ebooks/53968,True
12548,Book 12548,Unknown,Biography,84750,raw/Biography/12548.txt,https://www.gutenberg.org/ebooks/12548,True
52192,Book 52192,Unknown,Biography,56286,raw/Biography/52192.txt,https://www.gutenberg.org/ebooks/52192,True
3893,"Memoirs of the Court of St. Cloud, Volume 2",Lewis Goldsmith,Biography,21123,raw/Biography/3893.txt,https://www.gutenberg.org/ebooks/3893,True
2968,Adventures In The South: Return to Naples,Jacques Casanova de Seingalt,Biography,44077,raw/Biography/2968.txt,https://www.gutenberg.org/ebooks/2968,True
70070,Prose remains of Arthur Hugh Clough with a selection from his,Arthur Hugh Clough,Biography,127037,raw/Biography/70070.txt,https://www.gutenberg.org/ebooks/70070,True
16782,"Memoir, Correspondence, And Miscellanies, From The Papers Of Thomas Jefferson",Thomas Jefferson,Biography,222387,raw/Biography/16782.txt,https://www.gutenberg.org/ebooks/16782,True
9803,"Memoirs of the Life and Correspondence of Henry Reeve, C.B., D.C.L.",John Knox Laughton,Biography,152732,raw/Biography/9803.txt,https://www.gutenberg.org/ebooks/9803,True
14436,Book 14436,Unknown,Biography,80670,raw/Biography/14436.txt,https://www.gutenberg.org/ebooks/14436,True
33723,"'Phiz' (Hablot Knight Browne), a Memoir.",Fred. G. Kitton,Biography,13169,raw/Biography/33723.txt,https://www.gutenberg.org/ebooks/33723,True
38266,The Memoirs of Count Carlo Gozzi; Volume the first,Count Carlo Gozzi,Biography,100102,raw/Biography/38266.txt,https://www.gutenberg.org/ebooks/38266,True
53716,Book 53716,Unknown,Biography,119466,raw/Biography/53716.txt,https://www.gutenberg.org/ebooks/53716,True
66908,"Letters of the Late Ignatius Sancho, an African",Ignatius Sancho,Biography,63428,raw/Biography/66908.txt,https://www.gutenberg.org/ebooks/66908,True
3898,"Memoirs of the Court of St. Cloud, Volume 7",Lewis Goldsmith,Biography,24074,raw/Biography/3898.txt,https://www.gutenberg.org/ebooks/3898,True
49175,Book 49175,Unknown,Biography,121474,raw/Biography/49175.txt,https://www.gutenberg.org/ebooks/49175,True
67882,Book 67882,Unknown,Biography,107410,raw/Biography/67882.txt,https://www.gutenberg.org/ebooks/67882,True
381,Memories and Portraits,Robert Louis Stevenson,Biography,55318,raw/Biography/381.txt,https://www.gutenberg.org/ebooks/381,True
28169,Memoirs To Illustrate The History Of My Time,Francois Pierre Guillaume Guizot,Biography,129441,raw/Biography/28169.txt,https://www.gutenberg.org/ebooks/28169,True
52003,Book 52003,Unknown,Biography,41027,raw/Biography/52003.txt,https://www.gutenberg.org/ebooks/52003,True
31910,Memoirs of the Extraordinary Military Career of John Shipp,John Shipp,Biography,133477,raw/Biography/31910.txt,https://www.gutenberg.org/ebooks/31910,True
