book_id,title,author,genre,word_count,file_path,url,processed_path
2977,Spanish Passions: Expelled from Spain,Jacques Casanova de Seingalt,Biography,46917.0,raw/Biography/2977.txt,https://www.gutenberg.org/ebooks/2977,processed/Biography/2977.txt
2652,"The Memoirs of General P. H. Sheridan, Vol. 2",General Philip Henry Sheridan,Biography,97608.0,raw/Biography/2652.txt,https://www.gutenberg.org/ebooks/2652,processed/Biography/2652.txt
2955,Venetian Years: Milan and Mantua,Jacques Casanova de Seingalt,Biography,31385.0,raw/Biography/2955.txt,https://www.gutenberg.org/ebooks/2955,processed/Biography/2955.txt
64633,Book 64633,Unknown,Biography,56241.0,raw/Biography/64633.txt,https://www.gutenberg.org/ebooks/64633,processed/Biography/64633.txt
6756,Little Memoirs of the Nineteenth Century,George Paston,Biography,110763.0,raw/Biography/6756.txt,https://www.gutenberg.org/ebooks/6756,processed/Biography/6756.txt
2957,To Paris And Prison: Venice,Jacques Casanova de Seingalt,Biography,39801.0,raw/Biography/2957.txt,https://www.gutenberg.org/ebooks/2957,processed/Biography/2957.txt
57016,"Memoirs of the Reign of King George the Second, Volume 1 (of 3)",Horace Walpole,Biography,126423.0,raw/Biography/57016.txt,https://www.gutenberg.org/ebooks/57016,processed/Biography/57016.txt
5855,"The Memoirs of General Philip H. Sheridan, Vol. I., Part 2",P. H. Sheridan,Biography,33883.0,raw/Biography/5855.txt,https://www.gutenberg.org/ebooks/5855,processed/Biography/5855.txt
16199,Memoirs of the Author of a Vindication of the Rights of Woman,William Godwin,Biography,27949.0,raw/Biography/16199.txt,https://www.gutenberg.org/ebooks/16199,processed/Biography/16199.txt
3856,"The Memoirs of Louis XIV. and the Regency, Book II.","Elizabeth-Charlotte, Duchesse d'Orleans",Biography,27422.0,raw/Biography/3856.txt,https://www.gutenberg.org/ebooks/3856,processed/Biography/3856.txt
8463,"Memoirs of Henry Hunt, Esq. — Volume 3",Henry Hunt,Biography,162306.0,raw/Biography/8463.txt,https://www.gutenberg.org/ebooks/8463,processed/Biography/8463.txt
3567,"Memoirs of Napoleon Bonaparte, Complete",Louis Antoine Fauvelet de Bourrienne,Biography,492943.0,raw/Biography/3567.txt,https://www.gutenberg.org/ebooks/3567,processed/Biography/3567.txt
49678,Book 49678,Unknown,Biography,177912.0,raw/Biography/49678.txt,https://www.gutenberg.org/ebooks/49678,processed/Biography/49678.txt
20946,Memoirs of the Jacobites of 1715 and 1745.,Mrs. Thomson,Biography,108875.0,raw/Biography/20946.txt,https://www.gutenberg.org/ebooks/20946,processed/Biography/20946.txt
3857,"The Memoirs of Louis XIV. and the Regency, Book III.","Elizabeth-Charlotte, Duchesse d'Orleans",Biography,21249.0,raw/Biography/3857.txt,https://www.gutenberg.org/ebooks/3857,processed/Biography/3857.txt
5857,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 4",P. H. Sheridan,Biography,29915.0,raw/Biography/5857.txt,https://www.gutenberg.org/ebooks/5857,processed/Biography/5857.txt
38418,From Manassas to Appomattox,James Longstreet,Biography,232884.0,raw/Biography/38418.txt,https://www.gutenberg.org/ebooks/38418,processed/Biography/38418.txt
56040,Book 56040,Unknown,Biography,68477.0,raw/Biography/56040.txt,https://www.gutenberg.org/ebooks/56040,processed/Biography/56040.txt
58812,"Sermons of the Rev. Francis A. Baker, Priest of the Congregation of St. Paul",Francis A. Baker,Biography,181866.0,raw/Biography/58812.txt,https://www.gutenberg.org/ebooks/58812,processed/Biography/58812.txt
30591,The Greville Memoirs,Charles C. F. Greville,Biography,173680.0,raw/Biography/30591.txt,https://www.gutenberg.org/ebooks/30591,processed/Biography/30591.txt
60934,Book 60934,Unknown,Biography,126638.0,raw/Biography/60934.txt,https://www.gutenberg.org/ebooks/60934,processed/Biography/60934.txt
12059,Book 12059,Unknown,Biography,109025.0,raw/Biography/12059.txt,https://www.gutenberg.org/ebooks/12059,processed/Biography/12059.txt
7850,"Memoirs of Aaron Burr, Volume 1.",Aaron Burr,Biography,139946.0,raw/Biography/7850.txt,https://www.gutenberg.org/ebooks/7850,processed/Biography/7850.txt
41258,Book 41258,Unknown,Biography,95685.0,raw/Biography/41258.txt,https://www.gutenberg.org/ebooks/41258,processed/Biography/41258.txt
56648,Memoirs of the Distinguished Men of Science of Great Britain Living in the Years 1807-8,"William Walker, Jr.",Biography,80718.0,raw/Biography/56648.txt,https://www.gutenberg.org/ebooks/56648,processed/Biography/56648.txt
22030,Memoirs,Charles Godfrey Leland,Biography,163175.0,raw/Biography/22030.txt,https://www.gutenberg.org/ebooks/22030,processed/Biography/22030.txt
54879,Book 54879,Unknown,Biography,131019.0,raw/Biography/54879.txt,https://www.gutenberg.org/ebooks/54879,processed/Biography/54879.txt
72281,Book 72281,Unknown,Biography,56999.0,raw/Biography/72281.txt,https://www.gutenberg.org/ebooks/72281,processed/Biography/72281.txt
3859,"The Memoirs of the Louis XIV. and The Regency, Complete","Elizabeth-Charlotte, Duchesse d’Orleans",Biography,91531.0,raw/Biography/3859.txt,https://www.gutenberg.org/ebooks/3859,processed/Biography/3859.txt
68861,Book 68861,Unknown,Biography,132915.0,raw/Biography/68861.txt,https://www.gutenberg.org/ebooks/68861,processed/Biography/68861.txt
3869,"The Memoirs of Louis XIV., Volume 10",Duc de Saint-Simon,Biography,30006.0,raw/Biography/3869.txt,https://www.gutenberg.org/ebooks/3869,processed/Biography/3869.txt
44646,Book 44646,Unknown,Biography,159818.0,raw/Biography/44646.txt,https://www.gutenberg.org/ebooks/44646,processed/Biography/44646.txt
73882,Book 73882,Unknown,Biography,164050.0,raw/Biography/73882.txt,https://www.gutenberg.org/ebooks/73882,processed/Biography/73882.txt
10382,Book 10382,Unknown,Biography,19852.0,raw/Biography/10382.txt,https://www.gutenberg.org/ebooks/10382,processed/Biography/10382.txt
12483,Book 12483,Unknown,Biography,145101.0,raw/Biography/12483.txt,https://www.gutenberg.org/ebooks/12483,processed/Biography/12483.txt
60039,Book 60039,Unknown,Biography,29262.0,raw/Biography/60039.txt,https://www.gutenberg.org/ebooks/60039,processed/Biography/60039.txt
72167,Book 72167,Unknown,Biography,80895.0,raw/Biography/72167.txt,https://www.gutenberg.org/ebooks/72167,processed/Biography/72167.txt
3882,"The Memoirs of Louis XV. and XVI., Volume 7","Madame du Hausset, and of an Unknown English Girl and the Princess Lamballe",Biography,25118.0,raw/Biography/3882.txt,https://www.gutenberg.org/ebooks/3882,processed/Biography/3882.txt
3897,"Memoirs of the Court of St. Cloud, Volume 6",Lewis Goldsmith,Biography,24834.0,raw/Biography/3897.txt,https://www.gutenberg.org/ebooks/3897,processed/Biography/3897.txt
3890,"The Memoirs of Marie Antoinette, Queen Of France, Volume 7",Madame Campan,Biography,30897.0,raw/Biography/3890.txt,https://www.gutenberg.org/ebooks/3890,processed/Biography/3890.txt
18615,Hugh,Arthur Christopher Benson,Biography,48969.0,raw/Biography/18615.txt,https://www.gutenberg.org/ebooks/18615,processed/Biography/18615.txt
63558,Book 63558,Unknown,Biography,12374.0,raw/Biography/63558.txt,https://www.gutenberg.org/ebooks/63558,processed/Biography/63558.txt
3554,"Memoirs of Napoleon Bonaparte, v4",Louis Antoine Fauvelet de Bourrienne,Biography,38743.0,raw/Biography/3554.txt,https://www.gutenberg.org/ebooks/3554,processed/Biography/3554.txt
56096,Book 56096,Unknown,Biography,84452.0,raw/Biography/56096.txt,https://www.gutenberg.org/ebooks/56096,processed/Biography/56096.txt
62668,Book 62668,Unknown,Biography,90329.0,raw/Biography/62668.txt,https://www.gutenberg.org/ebooks/62668,processed/Biography/62668.txt
3558,"Memoirs of Napoleon Bonaparte, v8",Louis Antoine Fauvelet de Bourrienne,Biography,31630.0,raw/Biography/3558.txt,https://www.gutenberg.org/ebooks/3558,processed/Biography/3558.txt
71623,Jules Bastien-Lepage and his art: a memoir,André Theuriet,Biography,32427.0,raw/Biography/71623.txt,https://www.gutenberg.org/ebooks/71623,processed/Biography/71623.txt
62046,Book 62046,Unknown,Biography,91704.0,raw/Biography/62046.txt,https://www.gutenberg.org/ebooks/62046,processed/Biography/62046.txt
5858,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 5",P. H. Sheridan,Biography,34274.0,raw/Biography/5858.txt,https://www.gutenberg.org/ebooks/5858,processed/Biography/5858.txt
3843,"Memoirs Of Jean Francois Paul De Gondi, Cardinal De Retz, Volume II.","Jean Francois Paul de Gondi, Cardinal de Retz",Biography,51684.0,raw/Biography/3843.txt,https://www.gutenberg.org/ebooks/3843,processed/Biography/3843.txt
74122,Book 74122,Unknown,Biography,106036.0,raw/Biography/74122.txt,https://www.gutenberg.org/ebooks/74122,processed/Biography/74122.txt
3861,"The Memoirs of Louis XIV., Volume 2",Duc de Saint-Simon,Biography,37627.0,raw/Biography/3861.txt,https://www.gutenberg.org/ebooks/3861,processed/Biography/3861.txt
71051,"Memoirs of the Princesse de Ligne, Vol. II (of 2)",Hélène Massalska,Biography,49771.0,raw/Biography/71051.txt,https://www.gutenberg.org/ebooks/71051,processed/Biography/71051.txt
20844,Critical Miscellanies (Vol. 3 of 3),John Morley,Biography,14035.0,raw/Biography/20844.txt,https://www.gutenberg.org/ebooks/20844,processed/Biography/20844.txt
37390,My Memoirs,Marguerite Steinheil,Biography,173249.0,raw/Biography/37390.txt,https://www.gutenberg.org/ebooks/37390,processed/Biography/37390.txt
69473,Book 69473,Unknown,Biography,154891.0,raw/Biography/69473.txt,https://www.gutenberg.org/ebooks/69473,processed/Biography/69473.txt
16928,The Romance of a Pro-Consul,James Milne,Biography,56022.0,raw/Biography/16928.txt,https://www.gutenberg.org/ebooks/16928,processed/Biography/16928.txt
3886,"Memoirs of the Court of Marie Antoinette, Queen of France, Volume 3",Mme. Campan,Biography,30030.0,raw/Biography/3886.txt,https://www.gutenberg.org/ebooks/3886,processed/Biography/3886.txt
5864,"The Memoirs of General Ulysses S. Grant, Part 5.",Ulysses S. Grant,Biography,40600.0,raw/Biography/5864.txt,https://www.gutenberg.org/ebooks/5864,processed/Biography/5864.txt
55153,Book 55153,Unknown,Biography,91602.0,raw/Biography/55153.txt,https://www.gutenberg.org/ebooks/55153,processed/Biography/55153.txt
40870,Book 40870,Unknown,Biography,152622.0,raw/Biography/40870.txt,https://www.gutenberg.org/ebooks/40870,processed/Biography/40870.txt
55379,Book 55379,Unknown,Biography,78288.0,raw/Biography/55379.txt,https://www.gutenberg.org/ebooks/55379,processed/Biography/55379.txt
58140,"Memoirs of the Reign of King George the Third, Volume III (of 4)",Horace Walpole,Biography,110673.0,raw/Biography/58140.txt,https://www.gutenberg.org/ebooks/58140,processed/Biography/58140.txt
5859,"The Memoirs of General Philip H. Sheridan, Vol. II., Part 6",P. H. Sheridan,Biography,40285.0,raw/Biography/5859.txt,https://www.gutenberg.org/ebooks/5859,processed/Biography/5859.txt
33891,Bartholomew Sastrow,Bartholomew Sastrow,Biography,103857.0,raw/Biography/33891.txt,https://www.gutenberg.org/ebooks/33891,processed/Biography/33891.txt
698,Memoir of Fleeming Jenkin,Robert Louis Stevenson,Biography,64801.0,raw/Biography/698.txt,https://www.gutenberg.org/ebooks/698,processed/Biography/698.txt
39302,The Memoires of Casanova,Jacques Casanova de Seingalt,Biography,225277.0,raw/Biography/39302.txt,https://www.gutenberg.org/ebooks/39302,processed/Biography/39302.txt
40046,Book 40046,Unknown,Biography,33930.0,raw/Biography/40046.txt,https://www.gutenberg.org/ebooks/40046,processed/Biography/40046.txt
3878,"The Memoirs of Louis XV. and XVI., Volume 3","Madame du Hausset, and of an Unknown English Girl and the Princess Lamballe",Biography,17876.0,raw/Biography/3878.txt,https://www.gutenberg.org/ebooks/3878,processed/Biography/3878.txt
65256,Book 65256,Unknown,Biography,29273.0,raw/Biography/65256.txt,https://www.gutenberg.org/ebooks/65256,processed/Biography/65256.txt
55277,Book 55277,Unknown,Biography,83075.0,raw/Biography/55277.txt,https://www.gutenberg.org/ebooks/55277,processed/Biography/55277.txt
2617,"The Memoirs of General W. T. Sherman, Vol. II.",William T. Sherman,Biography,175858.0,raw/Biography/2617.txt,https://www.gutenberg.org/ebooks/2617,processed/Biography/2617.txt
21819,"Kalli, the Esquimaux Christian",Thomas Boyles Murray,Biography,13902.0,raw/Biography/21819.txt,https://www.gutenberg.org/ebooks/21819,processed/Biography/21819.txt
10401,Book 10401,Unknown,Biography,34034.0,raw/Biography/10401.txt,https://www.gutenberg.org/ebooks/10401,processed/Biography/10401.txt
3563,"Memoirs of Napoleon Bonaparte, v13",Louis Antoine Fauvelet de Bourrienne,Biography,29382.0,raw/Biography/3563.txt,https://www.gutenberg.org/ebooks/3563,processed/Biography/3563.txt
73699,Book 73699,Unknown,Biography,131014.0,raw/Biography/73699.txt,https://www.gutenberg.org/ebooks/73699,processed/Biography/73699.txt
60474,Book 60474,Unknown,Biography,90860.0,raw/Biography/60474.txt,https://www.gutenberg.org/ebooks/60474,processed/Biography/60474.txt
5413,"The Memoirs of Count Grammont, Volume 5",Anthony Hamilton,Biography,19203.0,raw/Biography/5413.txt,https://www.gutenberg.org/ebooks/5413,processed/Biography/5413.txt
3553,"Memoirs of Napoleon Bonaparte, v3",Louis Antoine Fauvelet de Bourrienne,Biography,49070.0,raw/Biography/3553.txt,https://www.gutenberg.org/ebooks/3553,processed/Biography/3553.txt
32089,"Memoir of Jared Sparks, LL.D.",Brantz Mayer,Biography,10836.0,raw/Biography/32089.txt,https://www.gutenberg.org/ebooks/32089,processed/Biography/32089.txt
37996,Beethoven: A Memoir (2nd Ed.),Elliott Graeme,Biography,55565.0,raw/Biography/37996.txt,https://www.gutenberg.org/ebooks/37996,processed/Biography/37996.txt
3899,"Memoirs of the Court of St. Cloud, Complete",Lewis Goldsmith,Biography,133080.0,raw/Biography/3899.txt,https://www.gutenberg.org/ebooks/3899,processed/Biography/3899.txt
20460,The Citizen-Soldier,John Beatty,Biography,98374.0,raw/Biography/20460.txt,https://www.gutenberg.org/ebooks/20460,processed/Biography/20460.txt
53674,Book 53674,Unknown,Biography,166778.0,raw/Biography/53674.txt,https://www.gutenberg.org/ebooks/53674,processed/Biography/53674.txt
50377,Book 50377,Unknown,Biography,86325.0,raw/Biography/50377.txt,https://www.gutenberg.org/ebooks/50377,processed/Biography/50377.txt
61336,Book 61336,Unknown,Biography,100903.0,raw/Biography/61336.txt,https://www.gutenberg.org/ebooks/61336,processed/Biography/61336.txt
71090,"The Prisoners' Memoirs, or Dartmoor Prison",A Prisoner in England,Biography,62448.0,raw/Biography/71090.txt,https://www.gutenberg.org/ebooks/71090,processed/Biography/71090.txt
3851,"The Memoirs of Madame de Montespan, Volume V.",Madame La Marquise De Montespan,Biography,21984.0,raw/Biography/3851.txt,https://www.gutenberg.org/ebooks/3851,processed/Biography/3851.txt
3889,"The Memoirs of Marie Antoinette, Queen Of France, Volume 6",Madame Campan,Biography,32236.0,raw/Biography/3889.txt,https://www.gutenberg.org/ebooks/3889,processed/Biography/3889.txt
63358,Book 63358,Unknown,Biography,169504.0,raw/Biography/63358.txt,https://www.gutenberg.org/ebooks/63358,processed/Biography/63358.txt
30590,The Greville Memoirs,Charles C. F. Greville,Biography,165154.0,raw/Biography/30590.txt,https://www.gutenberg.org/ebooks/30590,processed/Biography/30590.txt
71048,"Memoirs of the Princesse de Ligne, Vol. I (of 2)",Hélène Massalska,Biography,51758.0,raw/Biography/71048.txt,https://www.gutenberg.org/ebooks/71048,processed/Biography/71048.txt
38007,Memoir of John Howe Peyton,Various,Biography,88870.0,raw/Biography/38007.txt,https://www.gutenberg.org/ebooks/38007,processed/Biography/38007.txt
60348,Book 60348,Unknown,Biography,101406.0,raw/Biography/60348.txt,https://www.gutenberg.org/ebooks/60348,processed/Biography/60348.txt
48575,Book 48575,Unknown,Biography,40051.0,raw/Biography/48575.txt,https://www.gutenberg.org/ebooks/48575,processed/Biography/48575.txt
49544,Book 49544,Unknown,Biography,37515.0,raw/Biography/49544.txt,https://www.gutenberg.org/ebooks/49544,processed/Biography/49544.txt
3855,"The Memoirs of Louis XIV. and the Regency, Book I.","Elizabeth-Charlotte, Duchesse d'Orleans",Biography,26192.0,raw/Biography/3855.txt,https://www.gutenberg.org/ebooks/3855,processed/Biography/3855.txt
41357,Book 41357,Unknown,Biography,344832.0,raw/Biography/41357.txt,https://www.gutenberg.org/ebooks/41357,processed/Biography/41357.txt
38495,"The Memoirs of Charles-Lewis, Baron de Pollnitz, Volume I",Karl Ludwig von Pöllnitz,Biography,153612.0,raw/Biography/38495.txt,https://www.gutenberg.org/ebooks/38495,processed/Biography/38495.txt
3868,"The Memoirs of Louis XIV., Volume 9",Duc de Saint-Simon,Biography,35326.0,raw/Biography/3868.txt,https://www.gutenberg.org/ebooks/3868,processed/Biography/3868.txt
43407,Book 43407,Unknown,Biography,90344.0,raw/Biography/43407.txt,https://www.gutenberg.org/ebooks/43407,processed/Biography/43407.txt
4367,Book 4367,Unknown,Biography,281145.0,raw/Biography/4367.txt,https://www.gutenberg.org/ebooks/4367,processed/Biography/4367.txt
5853,"The Memoirs of General W. T. Sherman, Vol. II., Part 4",William T. Sherman,Biography,116952.0,raw/Biography/5853.txt,https://www.gutenberg.org/ebooks/5853,processed/Biography/5853.txt
2980,Spanish Passions: Old Age and Death,Jacques Casanova de Seingalt,Biography,23723.0,raw/Biography/2980.txt,https://www.gutenberg.org/ebooks/2980,processed/Biography/2980.txt
72617,Book 72617,Unknown,Biography,22793.0,raw/Biography/72617.txt,https://www.gutenberg.org/ebooks/72617,processed/Biography/72617.txt
40609,Book 40609,Unknown,Biography,137282.0,raw/Biography/40609.txt,https://www.gutenberg.org/ebooks/40609,processed/Biography/40609.txt
3881,"The Memoirs of Louis XV. and XVI., Volume 6","Madame du Hausset, and of an Unknown English Girl and the Princess Lamballe",Biography,33326.0,raw/Biography/3881.txt,https://www.gutenberg.org/ebooks/3881,processed/Biography/3881.txt
45488,Book 45488,Unknown,Biography,52354.0,raw/Biography/45488.txt,https://www.gutenberg.org/ebooks/45488,processed/Biography/45488.txt
59256,"The collected works of William Hazlitt, Vol. 2 (of 12)",William Hazlitt,Biography,201676.0,raw/Biography/59256.txt,https://www.gutenberg.org/ebooks/59256,processed/Biography/59256.txt
76195,Book 76195,Unknown,Biography,81124.0,raw/Biography/76195.txt,https://www.gutenberg.org/ebooks/76195,processed/Biography/76195.txt
3847,"The Memoirs of Madame de Montespan, Volume I.",Madame La Marquise De Montespan,Biography,18778.0,raw/Biography/3847.txt,https://www.gutenberg.org/ebooks/3847,processed/Biography/3847.txt
2974,In London And Moscow: Flight from London to Berlin,Jacques Casanova de Seingalt,Biography,39649.0,raw/Biography/2974.txt,https://www.gutenberg.org/ebooks/2974,processed/Biography/2974.txt
36338,Memoirs of Benjamin Franklin; Written by Himself. [Vol. 1 of 2],Benjamin Franklin,Biography,93940.0,raw/Biography/36338.txt,https://www.gutenberg.org/ebooks/36338,processed/Biography/36338.txt
38383,Memoirs of Mrs. Rebecca Steward,T. G. Steward,Biography,32223.0,raw/Biography/38383.txt,https://www.gutenberg.org/ebooks/38383,processed/Biography/38383.txt
66279,Book 66279,Unknown,Biography,113075.0,raw/Biography/66279.txt,https://www.gutenberg.org/ebooks/66279,processed/Biography/66279.txt
2978,Spanish Passions: Return to Rome,Jacques Casanova de Seingalt,Biography,48539.0,raw/Biography/2978.txt,https://www.gutenberg.org/ebooks/2978,processed/Biography/2978.txt
36143,"The Mapleson Memoirs, vol I",James H. Mapleson,Biography,79930.0,raw/Biography/36143.txt,https://www.gutenberg.org/ebooks/36143,processed/Biography/36143.txt
